Word,Count
back,5
got,5
never,5
64-bit,5
we've,5
std::string,5
context,5
loop,5
stream,5
stb_image,5
note,5
location,5
requires,5
else,5
formats,5
partitions,5
your,5
actual,5
padding,5
rounding,5
font);,5
keep,5
interval,5
here,5
iterators,5
0s,5
RGBA,5
good,5
fixes,5
MinGW,5
different,4
handling,4
\pixel,\,4
DC,4
simple,4
offset,4
length,4
cumulativWeight,4
until,4
available,4
outputs,4
cur*4,4
interlaced,4
(2015-09-13),4
\memory,\,4
cur),4
slightly,4
works,4
most,4
\MCU,\,4
kernels,4
ignore,4
we're,4
stbi__convert_format,4
required,4
small,4
find,4
format,4
3*cur,4
corrupt,4
ones,4
s,4
spec,4
easy,4
0);,4
This,4
Verzeichnisse,4
origin,4
1010,4
intermediate,4
following,4
class,4
vertical,4
threadsafe,4
(2014-12-25),4
there,4
invalid,4
I/O,4
STBI_NO_STDIO,4
few,4
top,4
introduced,4
index,4
based,4
checking,4
Heap,4
gcc,4
leak,4
(2015-04-19),4
CV++,4
<,4
(2016-04-02),4
(from,4
below,4
scanlines,4
determine,4
entity,4
GCC,4
non-interleaved,4
STBI_NO_LINEAR,4
font,4
how,4
due,4
allows,4
swap,4
those,4
special,4
@OPTIMIZE:,4
speedup,4
separate,4
#,4
line,4
attempt,4
Schulz,4
info,4
new,4
2.09,4
they,4
instead,4
////////////////////////////////////////////////////////////////////////////,4
2.07,4
\glBindTexture(GL_TEXTURE_2D,\,4
malloc,4
constants,4
character,4
Merge,4
2.11,4
NULL,4
texture,4
Ken,4
animated,4
pointer,4
entry,4
produce,4
std::vector<DynamicVertex>,4
old,4
minor,4
switch,4
might,4
table,4
supported,4
wide,4
uses,4
its,4
Skip,4
merge,4
seconds,4
generic,4
improvements,3
N,3
dispose,3
255,3
again,3
assuming,3
Text,3
mean,3
rgb,3
were,3
points,3
match,3
fully,3
common,3
(SpartanJ),3
like,3
pack();,3
Does,3
i++),3
upsampling,3
optimize,3
called,3
v,3
Janez,3
during,3
\(Font*)resm->getResource("\res/fonts/georgia.fnt"\);\,3
x),3
type),3
n-ary,3
0;,3
valid,3
filtering,3
=>,3
partition,3
indexed,3
what,3
function,3
usually,3
Miller,3
anyway,3
pivot,3
(int,3
iphone,3
assume,3
\"\ryg"\\,3
fastest,3
perform,3
Seddon,3
DynamicDrawParam*,3
there's,3
anything,3
bgr,3
iterator,3
child,3
scaling,3
public:,3
regardless,3
compilers,3
STB_IMAGE_IMPLEMENTATION,3
Thatcher,3
glm::vec2,3
entropy,3
Windows,3
key_code,3
code),3
edge),3
significant,3
independent,3
corruption,3
possible,3
glEnable(GL_BLEND);,3
white,3
undo,3
once,3
+/-,3
who,3
dummy,3
Tom,3
defining,3
font),3
directly,3
go,3
had,3
enough,3
time,3
Lienher,3
less,3
\file,\,3
Sean,3
platforms,3
reverse,3
scan_n,3
colormapped,3
scale,3
avoids,3
explicit,3
Jonathan,3
types,3
\allowed,\,3
IO,3
cache,3
our,3
colorspace,3
YCbCr,3
does,3
PNM,3
\this,\,3
\pixels,\,3
Fabian,3
plus,3
require,3
MCUs,3
stored,3
1/2/4-bit,3
know,3
background,3
img_n,3
large,3
library,3
All,3
C++,3
\defined,\,3
non-random,3
decoders,3
in-place,3
Check,3
safe,3
acceleration,3
\non-zero,\,3
frees,3
\is,\,3
accelerate,3
\drawParam,\,3
\width,\,3
\images,\,3
unsigned,3
edge;,3
built-in,3
<=,3
YCbCr-to-RGB,3
0..255,3
re-enable,3
specified,3
arbitrary,3
libraries,3
divide,3
bugfix,3
factor,3
(see,3
\x,\,3
heap,3
work,3
trivial,3
biggest,3
combined,3
free,3
\y,\,3
expensive,3
coordinates,3
DrawParam,3
\glm::vec4(0.0f,\,3
reported,3
above,3
Portable,3
\cleanup,\,3
\alpha,\,3
\PNG,\,3
c,3
break;,3
Barrett,3
premultiplied,3
rewind,3
uncompressed,3
too,3
PIC,3
stb,3
id,3
revision,3
resample,3
bugfixes,3
Note,3
slower,3
macros,3
Giesen,3
reason,3
No,3
\stream,\,3
+=,3
identifier,3
b;,3
memcpy,3
e.g,3
\bits,\,3
STBI_REALLOC_SIZED,3
returning,3
loaded,3
-128,3
things,3
unsorted,3
partial,3
Jean-Marc,3
struct,3
For,3
parameter,3
baseline,3
2.00,3
\mousex,\,2
stbi__context,2
Brown,2
request,2
precision,2
2.03,2
(controll,2
colors,2
RGB),2
map,2
children,2
\&n,\,2
\glBlendFunc(GL_SRC_ALPHA,\,2
take,2
structures,2
people,2
*',2
refinement,2
2.10,2
omitted,2
needed,2
Golini,2
H,2
much,2
compressed,2
Marc,2
crashes,2
PGM/PPM,2
reports,2
resources,2
edges,2
STBI_NO_SIMD,2
straightforward,2
shared,2
*x,2
regular,2
ch->yf));,2
IJG,2
0010,2
stbi__cleanup_jpeg,2
\range,\,2
largest,2
2.06,2
\STBI_NO_*,\,2
\"\s"\\,2
spot,2
STBI_FREE,2
initial,2
(ryg),2
|,2
JPEGs,2
ok,2
bottom,2
sense,2
affect,2
section,2
starting,2
\"\pixels"\\,2
\quickSort(container.begin(),\,2
parent,2
worth,2
closer,2
edge,2
DynamicDrawParam,2
(or,2
\passes,\,2
type;,2
updateLayout();,2
fast-AC,2
2x2,2
unless,2
scaled,2
'unget',2
fail,2
Quick,2
calculation,2
reduce,2
although,2
(16-bit,2
\ch->widthf,\,2
own,2
errors,2
STBI_SIMD,2
used),2
15,2
>=,2
typo,2
GLenum,2
window,2
Martin,2
Extension,2
(possibly,2
convenient:,2
Lauha,2
0.0f;,2
installable,2
invert,2
three,2
\OK,\,2
ac,2
quite,2
body,2
addition,2
sub,2
),2
won't,2
\up,\,2
pointing,2
belongs,2
\1,\,2
codes,2
(2015-04-12),2
provide,2
\available,\,2
Zemva,2
PackType,2
resourcesCount);,2
safety,2
otherwise,2
adding,2
Bubble,2
sample,2
non-gcc,2
global,2
STBI_NEON,2
neighbor,2
(2015-01-19),2
\filter,\,2
Lloyd,2
history:,2
pre-expansion,2
\"\prev"\\,2
warning/errors,2
drawParam->position,2
start,2
\-100.0f,\,2
produces,2
coefficient,2
intrinsics,2
(2016-01-22),2
(which,2
Pocheville,2
JFIF,2
Kapoulkine,2
i.e.:,2
glUseProgram(0);,2
(y,2
cost,2
offset);,2
temporary,2
call,2
requested,2
numv;,2
\in,\,2
trans_data,2
\marker,\,2
\1.0f,\,2
preshifted,2
something,2
Data,2
Parse,2
0),2
127,2
care,2
STBI_NO_PNG,2
setPackType(STREAM);,2
It,2
\STBI_MALLOC,STBI_REALLOC,STBI_FREE\,2
enabling,2
\(Shader*)resm->getResource("\res/shaders/text"\);\,2
mcu..,2
consider,2
against,2
parse,2
magnitude,2
\"\last"\\,2
Dave,2
internally,2
least,2
client,2
starts,2
wasPacked,2
warnings;,2
Arseny,2
w/o,2
sse2,2
such,2
optimization,2
catch,2
T>,2
2.04,2
messages,2
\&x,\,2
PNGs,2
blocking,2
\&y,\,2
temp,2
attributes),2
placed,2
\STBI_MALLOC,\,2
maintain,2
\handling,\,2
2006-11-18,2
\support,\,2
limited,2
Known,2
name,2
unpremultiply,2
including,2
support;,2
fall-through,2
overwrite,2
Else,2
STBI_MALLOC,2
perf,2
transform,2
jpegtran,2
isn't,2
STL,2
(currently,2
bit-identical,2
Get,2
bool,2
t1),2
sadly,2
\data),\,2
\paletted,\,2
32,2
given,2
countdown,2
1.36,2
unzigzag'd,2
misplaced,2
(float)scaleW;,2
specification,2
STBI_ONLY_*,2
designed,2
Insertion,2
column,2
important,2
mape,2
Image,2
assert.h,2
loaders,2
components),2
\channels,\,2
\green,\,2
footprint,2
bpp,2
92,2
filesize,2
doing,2
(int)((cumulativWeight,2
swapped,2
\(char)a,\,2
info(),2
another,2
vers,2
2.01,2
needs,2
Shader*,2
FAST_BITS,2
(in,2
mingw,2
counted),2
s->use();,2
5,2
idct,2
MCU,2
\mode,\,2
inside,2
\a/b,\,2
sometimes,2
gif,2
increment,2
2.12,2
dequantizing,2
(2014-12-14),2
1000,2
additional,2
profile,2
outline,2
mousey);,2
Copy,2
known,2
indexes,2
spec),2
why,2
Fill,2
raw,2
I'm,2
Mesh::render();,2
mouse,2
run-time,2
(2010-08-01),2
open,2
(.ppm,2
polyphase,2
-0.047,2
Dummer,2
(!wasPacked),2
causes,2
component;,2
Radiance,2
consists,2
reasonable,2
towards,2
fixed,2
PD,2
\0,\,2
components;,2
fill,2
Ronny,2
handles,2
u,2
their,2
unused,2
1-component,2
rename,2
let,2
3*x,2
\performance,\,2
\machine,\,2
unpack,2
treat,2
James,2
create,2
allocates,2
Softimage,2
\4,\,2
TGA;,2
T,2
'*comp',2
\way,\,2
targets,2
jpegs,2
*y,2
internal,2
longer,2
\code,\,2
\128,\,2
STBI_JPEG_OLD,2
uv.y;,2
.hdr,2
x/y,2
tRNS,2
\STBI_REALLOC,\,2
(prev,2
\u,\,2
!=,2
Shell,2
fit,2
stuff,2
binary,2
non-alpha,2
everything,2
supports,2
prev,2
provided,2
DynamicVertex,2
slow,2
(for,2
\"\normal"\\,2
stripe,2
makes,2
2.08,2
\format,\,2
fairly,2
place,2
AC,2
deprecated,2
(that,2
width;,2
under,2
-msse2,2
result,2
2.00b,2
larger,2
information,2
existing,2
WTF,2
variables,2
parameters,2
attributes);,2
enabled,2
maxcode,2
CRC,2
matting,2
ch->yf,2
save,2
variable,2
.pgm),2
crappy,2
(Won,2
wants,2
lots,2
2.05,2
4*x,2
system,2
sign,2
\bytes,\,2
\("\ease\,2
\0s,\,2
(only,2
32-bit),2
Include,2
(stb),2
(next,2
follow,2
\has,\,2
really,2
shifts,2
PGM,2
\use"\)\,2
detection,2
shortcut,2
(2015-01-17),2
text.pack();,2
3));,2
entries,2
decoded,2
big,2
V,2
'n',2
explanation,2
Jetro,2
well,2
stdio,2
about,2
derived,2
(2016-01-16),2
depends,2
(offset,2
X,2
z,2
\time,\,2
uv.x;,2
\round,\,2
fallthrough,2
2.02,2
Offset,2
problem,2
1.0f);,2
replace,2
\assert,\,2
term,2
(paletted),2
optimal,2
VC++,2
symbols,2
0:,2
stbi_set_flip_vertically_on_load,2
issues,2
best,2
Chevalier,2
sequence,2
(stbi_info),2
\transparency,\,2
literally,2
off,2
reset,2
space,2
stack,2
\16-bit,\,2
sequences,2
Chun),2
negative,2
minimum,2
*data,2
Map,2
\"\baseline"\\,2
pixel;,2
expansion,2
PNG),2
16-bit-per-channel,2
x86/x64,2
expand,2
etc),2
recursively,2
high,2
docs,2
\Finally,\,2
\"\next"\\,2
\scan,\,2
DEFLATE,2
Selection,2
calling,2
determined,2
my,2
uv),2
columns,2
1.42,2
verzeichnisse,2
\version,\,2
\yes,\,2
len,2
transposes),2
stbi_is_hdr,2
ch->heightf));,2
computed,2
dy,2
Make,2
pages,2
calc,2
far,2
color-based,2
\supported,\,2
hand,2
speed,2
ZLIB,2
\"\only\,2
this:,2
font->texture->tbo);,2
thread,2
\inclusive,\,2
(2015-04-15),2
courser,2
level,2
give,2
Cornut,2
((Info*)it->info)->weight;,2
false,2
super-optimized,2
full,2
allocator,2
template<class,2
On,2
Was,2
enum,2
NOT,2
incorrect,2
stop,2
taken,2
let's,2
\red,\,2
hightRatio,2
(not,2
mcu's,2
round,2
MSVC,2
Bibliotecsverzeichnisse,2
pre-1.49,2
1:,2
*only*,2
consistent,2
butterfly,2
caused,2
\'extend',\,1
GLint>>,1
v[4];,1
dest,1
STBI_NO_BMP,1
An,1
17,1
(good,1
Text::createAttribListUniform(std::list<Mesh::Atribute>,1
Loop,1
leve,1
64-entry,1
*comp',1
beyond,1
trick,1
mutable,1
\grey,\,1
/////////////////////////////////////////////////////,1
Create,1
\anyway,\,1
STBI_NO_HDR),1
pen,1
\"\SpartanJ"\\,1
include,1
obtain,1
f.b;,1
VC6,1
//leaving,1
\table,\,1
\specified),\,1
promoted,1
single-file,1
1-bit,1
d;,1
to;,1
as-is,1
https://www.opengl.org/wiki/Program_Introspection,1
comment,1
(16-k),1
it:,1
convertion,1
Text::Text(),1
stbi__errpf,1
p.x;,1
fb,1
independant,1
\JPEG,\,1
(char)std::tolower(c);,1
\"\minimum"\\,1
\lr,\,1
\#3,\,1
p),1
\Green,\,1
\sb,\,1
dim,1
light-linear,1
here;,1
fast_ac,1
seek,1
however,1
\chunk,\,1
run-length,1
STBI_FAILURE_USERMSG,1
GL_QUADS;,1
Omar,1
naive,1
variables!),1
bg,1
ppm),1
\s->uniform("\mvp"\,\,1
de-interlacing,1
-Wall,1
project,1
128,1
Woo,1
initialized,1
v;,1
inserted,1
\stb_zlib,\,1
'int,1
\"\shiftop"\\,1
createAttribListUniform(std::list<Mesh::Atribute>,1
repacking,1
Engin,1
stbi_load_from_file,1
0.95,1
y-dimension,1
Quad,1
Draw,1
osx,1
wrapping,1
bmp),1
dimensions,1
app,1
We're,1
packType,1
writes,1
\fg,\,1
1<<17,1
c0[odd]*y,1
drawParam->height;,1
lot,1
\"\compare"\\,1
software,1
\std::advance,\,1
stbi__gif_header,1
else:,1
\drawParam->height,\,1
!STBI_NO_LINEAR,1
svdijk@github,1
Android),1
shaddow,1
characters,1
low,1
overhead,1
v0.10,1
warning-fixes,1
\Barbiero,\,1
'6',1
priorities:,1
receives,1
spread,1
parameters:,1
behavior,1
end-user,1
pos.z;,1
c),1
l),1
a0c0e0g0..,1
linefeed,1
non-NEON,1
inefficiency,1
turns,1
(SSE2),1
on),1
(jpegs,1
compared,1
setShaddowEdges(const,1
1.49,1
including),1
history,1
\rather,\,1
Ruf,1
replaces,1
approx,1
128),1
consisting,1
Clang,1
hight,1
RGB-formatted,1
compiler-friendly,1
conditions,1
processed,1
(2014-06-03),1
user,1
arrow,1
bias,1
(Softimage,1
trailing,1
game,1
suppressed,1
Background,1
together,1
buffering,1
\'test',\,1
boring,1
\(Specifically,\,1
\dy(0.0f,\,1
\store,\,1
you've,1
reallocs,1
\attributes.push_back(Mesh::Atribute(8,\,1
replicated,1
fields,1
1.02,1
invariant,1
1.49),1
i'm,1
__cpuid,1
smallest,1
v[i].setType(fp->scalar);,1
tool,1
(NEON),1
0.53,1
&fp->chars[(int)c];,1
0..31,1
sa,1
processing,1
2|3,1
\PNG),\,1
1.14,1
demand,1
forward,1
\scaling,\,1
computing,1
socks-the-fox,1
approach,1
pixel:,1
PNGS;,1
\run-time),\,1
user-friendly,1
Do,1
user-specified,1
Laurent,1
Richard,1
(2014-07-15),1
\end,\,1
struct-initialization,1
management,1
sentinel,1
testing;,1
\slow,\,1
\bugs,\,1
dx,1
\B,\,1
integration,1
o.x;,1
\x&y"\)\,1
\not,\,1
LDR,1
walk,1
\backwards,\,1
Ulrich's,1
lg,1
wouldn't,1
particleman@mollyrocket,1
de-iphone,1
guarante,1
adjusted,1
\lr),\,1
transparent,1
type.g;,1
cater,1
1.13,1
Targa,1
IP,1
replace(std::string,1
Text::pack(),1
G,1
*s),1
VK_DELETE),1
3->4;,1
tr,1
1.47,1
currently,1
Improve,1
\VTRN.32,\,1
1D,1
MCU),1
\Therefore,\,1
Junggon,1
http://de.wikipedia.org/wiki/Heapsort,1
(as,1
times,1
Eingabe,1
static),1
\Glut\freeglut.dll"\\,1
Matthew,1
DynamicDrawParam();,1
pos),1
end),1
rid,1
.HDR,1
std::less,1
point,1
bump,1
pixels',1
significantly,1
'1',1
(1/2/4-bit,1
descending,1
header?,1
verticalLayout->remove(tsBlue);,1
\index,\,1
1.48,1
s.a;,1
JPEG;,1
going,1
GL_STREAM_DRAW;,1
psd),1
modes.),1
looks,1
arithmetic,1
\cares,\,1
http://ozviz.wasp.uwa.edu.au/~pbourke/dataformats/softimagepic/,1
stomps,1
Primarily,1
\child->resize(x,\,1
\malloc,realloc,free\,1
\Nevertheless,\,1
STREAM:,1
desired,1
s),1
\fixes,\,1
machines,1
DHT,1
Phil,1
(i.stbi__err,1
(2011-06-11),1
len/nlen,1
Contributors,1
bit-packed,1
5bits,1
builds,1
\stbi_load(filename,\,1
1.05,1
(2014-06-15),1
room,1
case:,1
relying,1
\"\skip"\\,1
(iPhone,1
\Schulz,\,1
STBI_NO_HDR:,1
temps,1
1.31,1
\loop,\,1
dose,1
thing,1
TGAs,1
grayscale,1
included,1
'\r'),1
\fw,\,1
pad,1
\valid,\,1
gif),1
using:,1
maximum,1
original,1
addCharUniform(const,1
Text::DynamicDrawParam::DynamicDrawParam(),1
Blow,1
CMYK,1
\aligned,\,1
256,1
packed,1
receive_extend,1
Johan,1
1.28,1
stb),1
structure,1
\fb,\,1
SSE2/NEON,1
tga_alpha_bits,1
\untouched,\,1
65535,1
us,1
\s->uniform("\width"\,\,1
minimal,1
b),1
features,1
UniformDrawParam,1
12,1
duplicate,1
constants;,1
note:,1
filetypes,1
list,1
s16,1
(2014-08-26),1
DRI,1
\byte"\)\,1
THIS,1
waittime,1
\sy,\,1
+-1;,1
bodyColor;,1
(reads,1
dependencies,1
Ben,1
backgroundColor;,1
stbi__get_marker(),1
0.93,1
c1[odd]*y,1
s.r;,1
i.e,1
render(float,1
\req_comp=3,4\,1
it--but,1
lengths,1
SOS,1
Mona,1
Text::addCharDynamic(const,1
ASM,1
\perpetual,\,1
\elems=x,\,1
Mozeiko,1
\blue,\,1
\interpolated,\,1
bmp,1
(this,1
lb,1
Next,1
wasn't,1
may,1
away,1
Text::render(float,1
leave,1
platform-native,1
(local,1
DYNAMIC,1
\"\transparent"\\,1
g++,1
(skips,1
It's,1
std::stringstream,1
support:,1
\"\res"\\,1
definition,1
2.0f,1
\sample,\,1
Full,1
pal_img_n,1
Einstellungen:,1
type.r;,1
mousey),1
quality,1
drawParam;,1
Text::packUniform(Font*,1
\1<<17,\,1
lets,1
long,1
local,1
truncating,1
corresponding,1
\"\-mstackrealign"\\,1
explicitly):,1
(reported,1
-127,1
happens,1
\bb,\,1
sizes,1
only),1
Define,1
stbi_set_unpremultiply_on_load(1),1
Text::resources[],1
\brief,\,1
24-bit,1
Christopher,1
non-JFIF-compliant,1
column/row,1
coordinate,1
partially,1
a0b0c0d0a4b4c4d4,1
Sergio,1
realloc,1
Dump,1
Michaelangel007@github,1
Baldur,1
f.g;,1
stbi__jpeg_reset,1
Grayscale,1
(note,1
feel,1
did,1
Remove,1
'firstcode',1
\(c0,\,1
Copyright,1
Split,1
John,1
\huffman,\,1
\0.1,\,1
Valid,1
\LDR,\,1
fg,1
license:,1
#3,1
sx,1
standard,1
(don't,1
\whatever,\,1
\"\first"\\,1
z;,1
\vertically,\,1
LeBlanc,1
init(),1
massive,1
shares,1
data's,1
'req_comp',1
encoded,1
bizarre,1
land;,1
16-byte,1
l.b;,1
resampling,1
c0g0c1g1..,1
1.21,1
bail,1
uniform,1
purposes,1
jump,1
stbi__pngchunk,1
stbi_hdr_to_ldr_scale(1.0f);,1
\possible,\,1
mind,1
suite),1
\temps,\,1
s.g;,1
resources[];,1
Gregan,1
\tr),\,1
a0e0a1e1..,1
\setPreferedDimention(glm::ivec2(640,\,1
filling,1
re-adjust,1
said,1
PPM,1
Du,1
\//std::map<GLint,\,1
non-zigzagged,1
\STBI_NO_STDIO,\,1
\A,\,1
high-dynamic-range,1
in.length;,1
ACs,1
Text::packDynamic(Font*,1
fw,1
http://create.stephan-brumme.com/disclaimer.html,1
sr,1
PGM:,1
Sometimes,1
AoS,1
Philosophy,1
almost,1
\VTRN.16,\,1
pal_n,1
installing,1
STBI_ONLY_PNM,1
sizeof(std::string);,1
||,1
community,1
Graphic,1
stbi__bmp_load(),1
dot,1
\glm::ivec2(std::min(prefDim.x,\,1
1.46,1
Framerate,1
(Marcin,1
se;,1
fraction,1
0.60,1
mismatches,1
weightSum)*w);,1
upsampled,1
mouse_y,1
std::iterator_traits,1
Stephan,1
stbi__errpuc,1
(useless?),1
reader,1
Matrix,1
(incl,1
\Glut\glew-1.11.0\lib"\\,1
mcu,1
generating,1
\set,\,1
\x),\,1
\Glut\glew32.dll"\\,1
locals,1
\zeroes,\,1
header-file-only,1
Arrows,1
Mouse,1
(David,1
big-endian,1
stbi_failure_reason(),1
deviating,1
George,1
pixels;,1
'\b',1
priority,1
\subset,\,1
written,1
here's,1
alon,1
fp,1
MSVC-only,1
format:,1
accidental,1
\gifs,\,1
x_size,1
Ryamond,1
casts,1
lib),1
(and,1
(1,1
working,1
'5',1
wasPacked(false),1
\left,\,1
0.94,1
1.04,1
devices,1
STATIC,1
(nguillemot),1
createAttribListDynamic(attributes);,1
bit-per-component),1
enable,1
std::iter_swap,1
irrevocable,1
sg,1
\Glut\freeglut\include"\\,1
pixelCount,1
Fixes,1
coresponding,1
warranty,1
middle,1
appropriately),1
interpolation,1
\source,\,1
over,1
\-hightRatio*ch->yoffsetf,\,1
advance-by-r,1
0.90,1
8/16,1
text.remove(text.size(),1
glm::ivec2,1
packaged,1
converted,1
\(Red,\,1
(can,1
Manap,1
Verigakis,1
(It's,1
non-RLE,1
n==3,1
stbi__g_failure_reason,1
\flags,\,1
Reuille,1
\result,\,1
\allocator,\,1
16->8,1
THREADSAFE,1
\long"\)\,1
iOS,1
Mesh,1
\attributes.push_back(Mesh::Atribute(4,\,1
(composited,1
variant,1
(colorkey-style,1
IDATs,1
Wikipedia,1
fgetc(),1
STBI_NO_PIC,1
10%,1
ESP,1
\sx,\,1
choose,1
setPackType(STATIC);,1
\libraries,\,1
luminance,1
creep,1
short,1
\glm::vec4(1.0f,\,1
x;,1
\approach,\,1
annoying,1
containing,1
front,1
pos.y;,1
1.44,1
v[i].setBcol(drawParam->backColor);,1
*this;,1
(getInputState()->keyboard.get(VK_SHIFT)),1
right-side,1
ability,1
v[0].setPos(courser);,1
font->getFontPart(drawParam->type);,1
upgrade,1
idea,1
ch,1
But,1
\that,\,1
-128..127,1
lr,1
Maybe,1
preserve,1
files;,1
SIMD.),1
upsample,1
MessageBoxes,1
near-term,1
compression,1
\alignment,\,1
16-bpc,1
\maintain"\)\,1
Gray,1
folders,1
\32-bit,\,1
\only,\,1
top-left-most,1
block--see,1
(although,1
unpacked,1
override;,1
b.r;,1
(disable,1
Brumme,1
data.push_back(v[i]);,1
a4b4c4d4..,1
search&replace,1
\63,\,1
http://softimage.wiki.softimage.com/index.php/INFO:_PIC_file_format,1
intent,1
Repeated,1
interleaving,1
s.begin();,1
even/odd,1
N=#comp,1
1.16,1
1.15,1
\files,\,1
matrix,1
STATIC:,1
events,1
6|7:,1
RGB(A),1
\fw),\,1
Control,1
\d2,\,1
Lab,1
la,1
\fr),\,1
eof,1
distribute,1
decodes,1
packDynamic(Font*,1
\monochrome,\,1
moved,1
respective,1
future,1
record,1
@OPTIMIZE,1
mspaint,1
Hamada,1
specify,1
total,1
1.26,1
\Ulrich,\,1
\settings,\,1
\lb,\,1
malloc/realloc),1
do-it-yourself,1
groups,1
\4,8,16,24,32-bit\,1
PSD),1
GCC-style,1
cast-to-stbi_uc,1
1.22,1
RLE-encoded,1
comments/error,1
later:,1
Indexed,1
opaque,1
zigzag,1
Unlike,1
...),1
(define,1
left-shift,1
\-1.0f,\,1
tiny,1
(2014-08-16),1
Y,1
TGA),1
highest,1
\all,\,1
(U+017D)emva),1
\Glut\glew-1.11.0\include"\\,1
amt,1
step=3,1
operator+(),1
non-clear,1
2x,1
stbi_hdr_to_ldr_gamma(2.2f);,1
Nathan,1
4|5,1
\verticalLayout->add(tsBlue,\,1
arise,1
in[i],1
std::isalnum(c)),1
synthetic,1
Gonzalez,1
sca,1
(you,1
(tga),1
'A':,1
~Text();,1
somethings,1
cleanup;,1
\s,\,1
\below,\,1
all_a,1
8/4/2,1
inverse,1
.pgm;,1
\targets,\,1
d);,1
\tr,\,1
r=15,1
interface;,1
Hanninen,1
huffman;,1
1.30,1
\stbi_load_from_file,\,1
algorithms,1
\sr,\,1
bb,1
\modify,\,1
3-component,1
p.y;,1
9060,1
requiring,1
depth,1
Load,1
2013-2014,1
rootScene->getPreferedDimention();,1
setTypeScalar(const,1
1.24,1
STBI_ONLY_HDR,1
\happen,\,1
Daniel,1
(16,1
Tero,1
\decode,\,1
page,1
Progressive,1
colorsused,1
messed,1
\documented,\,1
(2010-07-10),1
quote,1
